point_id,taluk,latitude,longitude,clay_pct,sand_pct,silt_pct,pH,nitrogen_g_per_kg,organic_carbon_dg_per_kg,bulk_density_cg_per_cm3,api_source
HUN_004,Hungund,16.143760417290753,76.100015080236,31.6,41.0,27.4,7.6,1.14,180.0,152.0,ISRIC SoilGrids v2.0
HUN_005,Hungund,16.0885480955279,75.92824778770652,26.3,49.5,24.2,7.0,1.33,190.0,147.0,ISRIC SoilGrids v2.0
HUN_006,Hungund,16.104004030842816,76.05706575810541,34.5,35.5,30.0,7.6,1.56,405.0,130.0,ISRIC SoilGrids v2.0
HUN_007,Hungund,16.15595172021948,75.8900025976343,33.4,37.1,29.6,7.6,1.45,216.0,149.0,ISRIC SoilGrids v2.0
HUN_008,Hungund,16.16302023179173,76.0269571549673,33.0,40.8,26.1,7.3,1.28,189.0,149.0,ISRIC SoilGrids v2.0
HUN_009,Hungund,16.150039909300673,76.19253989102242,31.9,36.9,31.2,7.5,1.34,167.0,152.0,ISRIC SoilGrids v2.0
GUL_000,Guledgudda,16.058263775477833,75.75456488322013,,,,,,,,
GUL_001,Guledgudda,16.086864443545192,75.7097856555413,26.1,47.9,26.0,7.3,1.15,178.0,151.0,ISRIC SoilGrids v2.0
GUL_002,Guledgudda,16.038890027632956,75.8409722127696,31.9,38.4,29.7,7.4,1.3,167.0,150.0,ISRIC SoilGrids v2.0
GUL_003,Guledgudda,16.012470598195083,75.75897550271993,24.9,52.5,22.6,7.0,1.18,174.0,143.0,ISRIC SoilGrids v2.0
GUL_004,Guledgudda,16.02420266357698,75.80200900955927,25.0,46.8,28.2,7.0,1.51,196.0,144.0,ISRIC SoilGrids v2.0
GUL_005,Guledgudda,16.016862854388236,75.73163325386037,23.6,51.2,25.2,7.1,1.31,339.0,136.0,ISRIC SoilGrids v2.0
GUL_006,Guledgudda,16.004399659964324,75.8542006316305,23.4,55.1,21.5,6.9,1.34,269.0,137.0,ISRIC SoilGrids v2.0
GUL_007,Guledgudda,16.063896473722796,75.75583034826263,25.7,48.5,25.8,7.1,1.24,165.0,144.0,ISRIC SoilGrids v2.0
GUL_008,Guledgudda,16.070791075492323,75.58881980504574,34.3,36.2,29.5,7.5,1.58,186.0,143.0,ISRIC SoilGrids v2.0
GUL_009,Guledgudda,16.13638649824743,75.63736124582145,28.3,50.7,21.0,7.4,1.33,172.0,146.0,ISRIC SoilGrids v2.0
ILK_000,Ilkal,15.988724478911902,75.9204945275461,28.5,44.9,26.6,7.3,1.59,171.0,147.0,ISRIC SoilGrids v2.0
ILK_001,Ilkal,15.918642950960967,75.94782691918462,23.0,53.8,23.2,6.5,1.47,201.0,137.0,ISRIC SoilGrids v2.0
ILK_002,Ilkal,16.000824709107018,76.22387011627995,27.4,47.0,25.6,7.5,1.13,170.0,152.0,ISRIC SoilGrids v2.0
ILK_003,Ilkal,15.996904634653069,76.10233046402848,27.7,44.6,27.7,7.4,1.14,184.0,150.0,ISRIC SoilGrids v2.0
ILK_004,Ilkal,15.915901612550474,75.92367776285683,23.0,54.2,22.8,6.7,1.34,284.0,138.0,ISRIC SoilGrids v2.0
ILK_005,Ilkal,15.986881201650379,76.16021619751112,28.5,45.1,26.5,7.6,1.21,172.0,153.0,ISRIC SoilGrids v2.0
ILK_006,Ilkal,16.065178794968613,76.19504787536447,28.5,45.9,25.6,7.4,1.15,172.0,153.0,ISRIC SoilGrids v2.0
ILK_007,Ilkal,15.933506663855493,76.16444915781187,29.0,42.7,28.3,7.3,1.57,302.0,137.0,ISRIC SoilGrids v2.0
ILK_008,Ilkal,15.935068113750543,75.89667352282018,23.3,56.6,20.1,7.0,1.22,183.0,144.0,ISRIC SoilGrids v2.0
ILK_009,Ilkal,15.98326639587234,76.25033880704575,27.4,46.8,25.9,7.3,1.08,171.0,151.0,ISRIC SoilGrids v2.0
RAB_000,Rabakavi-Banahatti,16.34238421678928,75.03499332163273,31.5,47.9,20.5,7.2,1.19,164.0,142.0,ISRIC SoilGrids v2.0
RAB_001,Rabakavi-Banahatti,16.42081519508745,75.07963156295605,,,,,,,,
RAB_002,Rabakavi-Banahatti,16.42873850279681,75.1457000800635,32.7,44.8,22.4,7.5,1.32,194.0,145.0,ISRIC SoilGrids v2.0
RAB_003,Rabakavi-Banahatti,16.43586083034575,75.13263914926017,29.5,50.3,20.2,6.9,1.37,240.0,141.0,ISRIC SoilGrids v2.0
RAB_004,Rabakavi-Banahatti,16.449538926598496,75.18995747270334,30.0,49.4,20.6,7.0,1.27,167.0,144.0,ISRIC SoilGrids v2.0
RAB_005,Rabakavi-Banahatti,16.53283283350104,75.1946825273103,30.3,49.8,19.9,7.7,1.31,198.0,144.0,ISRIC SoilGrids v2.0
RAB_006,Rabakavi-Banahatti,16.45973897418572,75.21095847628217,30.7,43.0,26.3,7.4,1.32,161.0,145.0,ISRIC SoilGrids v2.0
RAB_007,Rabakavi-Banahatti,16.39218576411657,75.06373707210669,31.8,47.9,20.3,6.8,1.52,217.0,140.0,ISRIC SoilGrids v2.0
RAB_008,Rabakavi-Banahatti,16.478860684127824,75.1909396640821,28.9,53.4,17.7,7.1,1.22,225.0,143.0,ISRIC SoilGrids v2.0
RAB_009,Rabakavi-Banahatti,16.49688948633789,75.14141923203269,31.9,48.7,19.4,7.2,1.34,188.0,138.0,ISRIC SoilGrids v2.0
VIJ_000,Vijayapura,17.05426849714205,75.7079509716548,29.3,39.6,31.1,7.3,1.29,157.0,145.0,ISRIC SoilGrids v2.0
VIJ_001,Vijayapura,16.828563383802237,75.80181905985414,27.2,42.4,30.4,7.1,1.24,159.0,146.0,ISRIC SoilGrids v2.0
VIJ_002,Vijayapura,16.97933628799003,75.70444617557159,31.1,37.9,31.0,7.3,1.25,129.0,146.0,ISRIC SoilGrids v2.0
VIJ_003,Vijayapura,16.831179147550994,75.7349382582567,,,,,,,,ISRIC SoilGrids v2.0
VIJ_004,Vijayapura,16.81689486443809,75.75165432184755,28.7,43.6,27.7,7.0,1.18,147.0,143.0,ISRIC SoilGrids v2.0
VIJ_005,Vijayapura,16.792020176863897,75.91762170227585,29.4,39.5,31.1,7.2,1.24,179.0,147.0,ISRIC SoilGrids v2.0
VIJ_006,Vijayapura,16.86803587450611,75.85875486544312,29.9,43.4,26.7,7.4,1.18,163.0,150.0,ISRIC SoilGrids v2.0
VIJ_007,Vijayapura,16.919353090783034,75.8317442228005,32.8,42.1,25.2,7.4,1.26,154.0,144.0,ISRIC SoilGrids v2.0
VIJ_008,Vijayapura,16.99330435985378,75.76922095750093,,,,,,,,ISRIC SoilGrids v2.0
VIJ_009,Vijayapura,16.87629511269386,75.92114768667817,33.8,39.3,26.9,7.4,1.21,163.0,148.0,ISRIC SoilGrids v2.0
IND_000,Indi,17.11758850461707,76.04819649460956,37.1,35.2,27.6,7.5,1.24,182.0,148.0,ISRIC SoilGrids v2.0
IND_001,Indi,17.281280588250727,75.83904569103359,37.6,35.4,27.1,7.7,1.17,168.0,146.0,ISRIC SoilGrids v2.0
IND_002,Indi,17.228286629780158,76.1007271280999,40.0,30.8,29.3,7.7,1.17,167.0,145.0,ISRIC SoilGrids v2.0
IND_003,Indi,17.183786659565627,75.8512271083686,37.7,36.8,25.5,7.6,1.17,172.0,148.0,ISRIC SoilGrids v2.0
IND_004,Indi,16.97137411197951,75.89326012015165,31.2,39.2,29.5,7.3,1.37,141.0,148.0,ISRIC SoilGrids v2.0
IND_005,Indi,17.122350254173675,76.17209456416762,39.5,32.1,28.5,7.4,1.19,200.0,147.0,ISRIC SoilGrids v2.0
IND_006,Indi,17.16319933820527,75.81005367318254,33.0,40.3,26.7,7.4,1.19,151.0,149.0,ISRIC SoilGrids v2.0
IND_007,Indi,17.21298849389513,76.10410820842266,42.5,30.7,26.8,7.6,1.03,149.0,151.0,ISRIC SoilGrids v2.0
IND_008,Indi,17.294099639181486,76.05002971792048,41.4,30.3,28.4,7.6,1.13,171.0,150.0,ISRIC SoilGrids v2.0
IND_009,Indi,17.14084580600517,75.84059112285286,32.4,40.1,27.5,7.2,1.36,179.0,148.0,ISRIC SoilGrids v2.0
SIN_000,Sindagi,16.886372279493237,76.13052997689257,34.7,37.9,27.3,7.3,1.14,178.0,150.0,ISRIC SoilGrids v2.0
SIN_001,Sindagi,16.79726990264416,76.34524559368306,32.0,39.3,28.6,7.4,1.14,165.0,146.0,ISRIC SoilGrids v2.0
SIN_002,Sindagi,16.85550837450453,76.44779422386624,30.5,41.2,28.3,7.1,1.09,161.0,147.0,ISRIC SoilGrids v2.0
SIN_003,Sindagi,16.97230499768936,76.18807820277515,35.2,35.2,29.6,7.6,1.25,199.0,147.0,ISRIC SoilGrids v2.0
SIN_004,Sindagi,16.8956990669268,76.07088688440389,33.3,40.6,26.1,7.3,1.27,155.0,151.0,ISRIC SoilGrids v2.0
SIN_005,Sindagi,16.92863345670904,76.08748168232268,33.4,38.8,27.8,7.2,1.22,156.0,151.0,ISRIC SoilGrids v2.0
SIN_006,Sindagi,16.93801073873666,76.19670865913766,34.6,37.9,27.5,7.5,1.24,176.0,147.0,ISRIC SoilGrids v2.0
SIN_007,Sindagi,16.90545288330531,76.18793364363023,34.2,38.3,27.5,7.5,1.22,168.0,148.0,ISRIC SoilGrids v2.0
SIN_008,Sindagi,16.90215078470806,76.42357902427005,33.7,41.1,25.1,7.4,1.24,163.0,152.0,ISRIC SoilGrids v2.0
SIN_009,Sindagi,16.873527628241547,76.41889454462539,34.2,40.0,25.8,7.2,1.07,164.0,152.0,ISRIC SoilGrids v2.0
BAS_000,Basavanabagewadi,16.574282097392643,76.11134914158964,27.1,44.3,28.6,7.3,1.07,174.0,142.0,ISRIC SoilGrids v2.0
BAS_001,Basavanabagewadi,16.648966306481523,75.9717863033182,27.3,43.0,29.7,7.2,1.27,169.0,147.0,ISRIC SoilGrids v2.0
BAS_002,Basavanabagewadi,16.579525106058938,76.11187624370562,26.9,44.2,28.9,7.3,1.09,170.0,143.0,ISRIC SoilGrids v2.0
BAS_003,Basavanabagewadi,16.685411027869428,75.94336074010663,29.2,44.1,26.8,7.4,1.16,178.0,146.0,ISRIC SoilGrids v2.0
BAS_004,Basavanabagewadi,16.536309393934086,75.91094412453047,28.0,43.7,28.3,7.2,1.16,175.0,145.0,ISRIC SoilGrids v2.0
BAS_005,Basavanabagewadi,16.518552928083135,75.88261793696812,27.7,45.6,26.7,7.4,1.14,179.0,148.0,ISRIC SoilGrids v2.0
BAS_006,Basavanabagewadi,16.666229648266626,75.92537315366613,30.3,43.0,26.7,7.4,1.15,172.0,140.0,ISRIC SoilGrids v2.0
BAS_007,Basavanabagewadi,16.732271388145133,75.94152642876311,28.4,43.0,28.6,7.5,1.22,143.0,139.0,ISRIC SoilGrids v2.0
BAS_008,Basavanabagewadi,16.595958389384975,76.19759144849334,31.2,42.5,26.4,7.4,1.1,186.0,145.0,ISRIC SoilGrids v2.0
BAS_009,Basavanabagewadi,16.496511381384146,76.03665163281599,27.5,44.6,27.9,7.3,1.14,207.0,146.0,ISRIC SoilGrids v2.0
MUD_000,Muddebihala,16.23537762298707,76.34935137350821,32.5,45.1,22.4,7.2,1.26,199.0,149.0,ISRIC SoilGrids v2.0
MUD_001,Muddebihala,16.336431308667898,76.2099420023948,27.2,46.7,26.1,7.4,1.24,162.0,149.0,ISRIC SoilGrids v2.0
MUD_002,Muddebihala,16.215547951445778,76.07284678310211,34.8,43.5,21.7,7.1,1.45,167.0,147.0,ISRIC SoilGrids v2.0
MUD_003,Muddebihala,16.219111671647333,76.06914419629258,32.5,43.8,23.7,7.1,1.41,157.0,149.0,ISRIC SoilGrids v2.0
MUD_004,Muddebihala,16.277973539621517,76.2724229308419,26.8,48.3,24.9,7.2,1.25,148.0,156.0,ISRIC SoilGrids v2.0
MUD_005,Muddebihala,16.42473111173974,76.13304605555628,25.7,49.2,25.1,7.4,1.15,151.0,152.0,ISRIC SoilGrids v2.0
MUD_006,Muddebihala,16.2074094357595,76.24204051708493,32.1,42.6,25.3,7.5,1.23,161.0,153.0,ISRIC SoilGrids v2.0
MUD_007,Muddebihala,16.23277730774866,76.28560233142044,31.9,38.3,29.8,7.5,1.53,165.0,152.0,ISRIC SoilGrids v2.0
MUD_008,Muddebihala,16.34516452611665,76.0703554394472,26.9,46.1,27.0,7.2,1.3,296.0,138.0,ISRIC SoilGrids v2.0
MUD_009,Muddebihala,16.360667530262912,76.2045621127141,28.1,46.1,25.8,7.4,1.19,165.0,151.0,ISRIC SoilGrids v2.0
NID_000,Nidagundi,16.468162035717448,75.99665319916281,29.6,46.5,23.8,7.5,1.25,155.0,149.0,ISRIC SoilGrids v2.0
NID_001,Nidagundi,16.413444782710755,75.94184609978048,27.0,43.0,30.0,7.3,1.1,171.0,149.0,ISRIC SoilGrids v2.0
NID_002,Nidagundi,16.383320281995132,75.79130679282426,,,,,,,,ISRIC SoilGrids v2.0
NID_003,Nidagundi,16.351864065111414,75.86699346131641,,,,,,,,ISRIC SoilGrids v2.0
NID_004,Nidagundi,16.401813841960774,75.95990750691671,28.9,42.0,29.1,7.5,1.22,175.0,148.0,ISRIC SoilGrids v2.0
NID_005,Nidagundi,16.313020052343855,75.94926816462954,32.8,42.8,24.4,7.4,1.17,193.0,149.0,ISRIC SoilGrids v2.0
NID_006,Nidagundi,16.401659583621342,75.99376014154758,24.8,47.5,27.7,7.4,1.3,187.0,149.0,ISRIC SoilGrids v2.0
NID_007,Nidagundi,16.422234452193944,75.89557727124752,31.2,39.5,29.4,7.6,1.16,182.0,148.0,ISRIC SoilGrids v2.0
NID_008,Nidagundi,16.37049151063989,75.98673302116006,28.7,42.3,28.9,7.5,1.21,184.0,146.0,ISRIC SoilGrids v2.0
NID_009,Nidagundi,16.416591388167127,75.94787931853904,28.1,40.7,31.1,7.4,1.1,178.0,150.0,ISRIC SoilGrids v2.0
BAB_000,Babaleshwar,16.738394963248687,75.50853251625108,28.9,43.0,28.1,7.1,1.21,168.0,137.0,ISRIC SoilGrids v2.0
BAB_001,Babaleshwar,16.656538861059968,75.65981789388557,26.9,44.7,28.5,7.3,1.09,179.0,136.0,ISRIC SoilGrids v2.0
BAB_002,Babaleshwar,16.734180634076782,75.67497949903728,26.5,40.7,32.9,7.2,1.1,156.0,141.0,ISRIC SoilGrids v2.0
BAB_003,Babaleshwar,16.722923049332376,75.63441443705864,28.0,42.8,29.2,7.2,1.25,301.0,134.0,ISRIC SoilGrids v2.0
BAB_004,Babaleshwar,16.664602203576447,75.63130784966786,26.9,42.5,30.6,7.3,1.08,174.0,142.0,ISRIC SoilGrids v2.0
BAB_005,Babaleshwar,16.69158388911188,75.60881458405106,25.9,44.3,29.8,7.2,1.25,171.0,138.0,ISRIC SoilGrids v2.0
BAB_006,Babaleshwar,16.688160468777895,75.52795399701613,31.1,43.8,25.1,7.3,1.29,165.0,144.0,ISRIC SoilGrids v2.0
BAB_007,Babaleshwar,16.60040717907107,75.66971770308781,27.3,42.8,29.8,7.0,1.15,174.0,143.0,ISRIC SoilGrids v2.0
BAB_008,Babaleshwar,16.50833254752659,75.61258023362556,33.9,35.6,30.5,7.4,1.29,179.0,143.0,ISRIC SoilGrids v2.0
BAB_009,Babaleshwar,16.61249633382924,75.61320550812127,28.4,41.9,29.7,7.1,1.25,169.0,145.0,ISRIC SoilGrids v2.0
CHA_000,Chadchan,17.359910210619077,75.67770591173256,36.9,36.0,27.1,7.5,1.17,161.0,153.0,ISRIC SoilGrids v2.0
CHA_001,Chadchan,17.324165870038712,75.69297188625953,37.2,36.9,25.9,7.6,1.06,151.0,150.0,ISRIC SoilGrids v2.0
CHA_002,Chadchan,17.385404689479948,75.74148919045074,40.9,31.0,28.1,7.6,1.19,181.0,152.0,ISRIC SoilGrids v2.0
CHA_003,Chadchan,17.254719132141993,75.72026139838187,33.8,40.9,25.2,7.5,1.15,155.0,149.0,ISRIC SoilGrids v2.0
CHA_004,Chadchan,17.39540093469687,75.63103073665926,38.6,35.9,25.5,7.4,1.15,145.0,155.0,ISRIC SoilGrids v2.0
CHA_005,Chadchan,17.34857415308169,75.60342022411177,36.6,36.5,26.9,7.5,1.14,151.0,153.0,ISRIC SoilGrids v2.0
CHA_006,Chadchan,17.331379919337905,75.7180679991397,35.8,37.1,27.1,7.6,1.07,156.0,151.0,ISRIC SoilGrids v2.0
CHA_007,Chadchan,17.18214133218465,75.71054608433045,29.2,42.7,28.1,7.3,1.24,160.0,149.0,ISRIC SoilGrids v2.0
CHA_008,Chadchan,17.387940169270646,75.87062611202445,37.4,36.0,26.6,7.1,1.18,168.0,152.0,ISRIC SoilGrids v2.0
CHA_009,Chadchan,17.415872472798547,75.83742213057404,36.5,37.1,26.4,7.0,1.06,374.0,146.0,ISRIC SoilGrids v2.0
TAL_000,Talikoti,16.584988512006504,76.35996525523959,29.7,44.3,26.0,7.2,1.17,201.0,146.0,ISRIC SoilGrids v2.0
TAL_001,Talikoti,16.581509149996727,76.41012091908678,30.4,43.4,26.2,7.2,1.15,165.0,145.0,ISRIC SoilGrids v2.0
TAL_002,Talikoti,16.53238075379894,76.37110998152403,31.3,41.1,27.5,7.3,1.04,197.0,147.0,ISRIC SoilGrids v2.0
TAL_003,Talikoti,16.513760015971474,76.33628492708408,32.4,39.6,28.0,7.4,1.15,232.0,149.0,ISRIC SoilGrids v2.0
TAL_004,Talikoti,16.536042696055524,76.18407028415064,27.6,43.4,29.0,7.2,1.4,231.0,147.0,ISRIC SoilGrids v2.0
TAL_005,Talikoti,16.522818077109925,76.21853922642927,30.6,43.9,25.6,7.2,1.2,186.0,147.0,ISRIC SoilGrids v2.0
TAL_006,Talikoti,16.53180503550363,76.24431363129722,31.3,42.2,26.5,7.4,1.14,185.0,146.0,ISRIC SoilGrids v2.0
TAL_007,Talikoti,16.463353544828617,76.30943941564021,27.2,38.6,34.2,7.3,1.64,286.0,140.0,ISRIC SoilGrids v2.0
TAL_008,Talikoti,16.670028155790607,76.3392400288951,28.9,43.2,27.9,7.2,1.11,184.0,145.0,ISRIC SoilGrids v2.0
TAL_009,Talikoti,16.39546335289321,76.27193385103136,26.9,47.2,25.8,7.3,1.2,185.0,148.0,ISRIC SoilGrids v2.0
TIK_000,Tikota,16.87738552279245,75.3983450289925,30.0,41.0,29.1,7.3,1.29,142.0,140.0,ISRIC SoilGrids v2.0
TIK_001,Tikota,16.931005080272715,75.61340727638307,26.5,44.9,28.6,7.1,1.25,156.0,149.0,ISRIC SoilGrids v2.0
TIK_002,Tikota,16.882343391840973,75.48152224594574,29.9,44.1,26.0,7.1,1.23,139.0,143.0,ISRIC SoilGrids v2.0
TIK_003,Tikota,16.780940346479397,75.513380512536,31.3,41.7,27.0,7.2,1.22,142.0,136.0,ISRIC SoilGrids v2.0
TIK_004,Tikota,16.92758104440934,75.59052255459393,28.8,44.4,26.8,7.2,1.2,147.0,147.0,ISRIC SoilGrids v2.0
TIK_005,Tikota,16.773526542203427,75.40964252442483,29.7,40.6,29.8,7.2,1.23,158.0,132.0,ISRIC SoilGrids v2.0
TIK_006,Tikota,16.932061462634348,75.62166980998435,28.8,43.2,28.0,7.1,1.33,162.0,147.0,ISRIC SoilGrids v2.0
TIK_007,Tikota,16.888555301241674,75.35741591407181,29.1,41.2,29.7,7.1,1.18,153.0,145.0,ISRIC SoilGrids v2.0
TIK_008,Tikota,16.9571497279971,75.65678105322863,26.2,43.7,30.1,7.1,1.31,152.0,145.0,ISRIC SoilGrids v2.0
TIK_009,Tikota,16.960599320142315,75.48739496495567,30.2,41.1,28.8,7.4,1.12,128.0,146.0,ISRIC SoilGrids v2.0
KOL_000,Kolhar,16.619758953674996,75.7532173282426,26.0,44.9,29.1,7.2,1.19,165.0,145.0,ISRIC SoilGrids v2.0
KOL_001,Kolhar,16.568404169572492,75.73168048831995,26.7,45.8,27.4,7.2,1.23,157.0,146.0,ISRIC SoilGrids v2.0
KOL_002,Kolhar,16.59442205125648,75.74842736386914,26.0,43.8,30.2,7.0,1.19,187.0,138.0,ISRIC SoilGrids v2.0
KOL_003,Kolhar,16.42531528924836,75.68529134289074,,,,,,,,ISRIC SoilGrids v2.0
KOL_004,Kolhar,16.442954611561763,75.82650119432788,34.2,36.2,29.6,7.5,1.27,181.0,143.0,ISRIC SoilGrids v2.0
KOL_005,Kolhar,16.525426637235952,75.77833511763951,28.0,44.8,27.2,7.3,1.25,158.0,146.0,ISRIC SoilGrids v2.0
KOL_006,Kolhar,16.5907600110867,75.75497401302918,26.8,43.4,29.9,7.1,1.21,166.0,141.0,ISRIC SoilGrids v2.0
KOL_007,Kolhar,16.570398997338494,75.8497866555889,25.9,40.9,33.2,7.2,1.48,210.0,143.0,ISRIC SoilGrids v2.0
KOL_008,Kolhar,16.5149106885323,75.68768288839398,32.1,38.0,30.0,7.5,1.22,169.0,140.0,ISRIC SoilGrids v2.0
KOL_009,Kolhar,16.50393450319999,75.7973231500497,28.2,42.3,29.4,7.4,1.35,166.0,144.0,ISRIC SoilGrids v2.0
DEV_000,Devara Hipparagi,16.750347104488487,76.12891823603029,33.5,38.7,27.8,7.4,1.25,176.0,144.0,ISRIC SoilGrids v2.0
DEV_001,Devara Hipparagi,16.833810416270442,76.09375161093095,31.8,40.5,27.8,7.3,1.22,175.0,148.0,ISRIC SoilGrids v2.0
DEV_002,Devara Hipparagi,16.68986422841418,76.41715701417968,33.6,39.1,27.3,7.3,1.23,174.0,146.0,ISRIC SoilGrids v2.0
DEV_003,Devara Hipparagi,16.83403689166959,76.1356853900307,32.9,43.9,23.2,7.3,1.26,152.0,151.0,ISRIC SoilGrids v2.0
DEV_004,Devara Hipparagi,16.757905843061213,76.03609456635742,30.7,37.1,32.2,7.4,1.18,167.0,148.0,ISRIC SoilGrids v2.0
DEV_005,Devara Hipparagi,16.733056167935445,76.28707609253046,29.6,40.4,30.1,7.2,1.41,188.0,148.0,ISRIC SoilGrids v2.0
DEV_006,Devara Hipparagi,16.80643965948961,76.03926688268257,27.4,43.9,28.7,7.2,1.15,178.0,144.0,ISRIC SoilGrids v2.0
DEV_007,Devara Hipparagi,16.704214824630053,76.17214808784921,30.0,42.4,27.6,7.3,1.2,311.0,138.0,ISRIC SoilGrids v2.0
DEV_008,Devara Hipparagi,16.80171076907952,76.11376463342306,32.6,40.8,26.6,7.3,1.25,153.0,147.0,ISRIC SoilGrids v2.0
DEV_009,Devara Hipparagi,16.864388940119984,76.05559936535471,31.7,42.2,26.2,7.2,1.19,165.0,148.0,ISRIC SoilGrids v2.0
ALA_000,Aland,17.523267658376472,76.66843123174779,29.8,43.8,26.5,7.0,1.32,162.0,148.0,ISRIC SoilGrids v2.0
ALA_001,Aland,17.60093430240661,76.58003569528282,29.9,43.4,26.7,7.1,1.42,184.0,150.0,ISRIC SoilGrids v2.0
ALA_002,Aland,17.579861123908262,76.76734566416101,34.5,33.6,31.8,6.9,1.76,185.0,147.0,ISRIC SoilGrids v2.0
ALA_003,Aland,17.627105931430513,76.67695933161612,32.9,37.9,29.2,7.1,1.39,160.0,154.0,ISRIC SoilGrids v2.0
ALA_004,Aland,17.619241919544823,76.43819174344237,33.4,35.9,30.7,7.0,1.4,146.0,155.0,ISRIC SoilGrids v2.0
ALA_005,Aland,17.615828056047558,76.52797896450733,33.4,34.3,32.4,7.0,1.59,155.0,153.0,ISRIC SoilGrids v2.0
ALA_006,Aland,17.506831911413116,76.82190108989045,31.5,39.4,29.2,6.9,1.81,183.0,148.0,ISRIC SoilGrids v2.0
ALA_007,Aland,17.654736200631564,76.61522790701328,28.8,40.0,31.2,7.1,1.44,328.0,136.0,ISRIC SoilGrids v2.0
ALA_008,Aland,17.505597236417017,76.7721883074179,29.8,39.6,30.6,6.9,1.53,170.0,146.0,ISRIC SoilGrids v2.0
ALA_009,Aland,17.623126618758906,76.49430357961415,30.3,37.1,32.6,7.2,1.46,154.0,148.0,ISRIC SoilGrids v2.0
AFZ_000,Afzalpur,17.30322307592204,76.58562577757525,,,,,,,,ISRIC SoilGrids v2.0
AFZ_001,Afzalpur,17.19873686713764,76.57915100448186,42.0,29.9,28.2,7.2,1.48,192.0,146.0,ISRIC SoilGrids v2.0
AFZ_002,Afzalpur,17.097873453762777,76.59207214120573,38.4,33.2,28.4,7.4,1.17,241.0,152.0,ISRIC SoilGrids v2.0
AFZ_003,Afzalpur,17.17663024792345,76.27373301838435,41.4,29.5,29.1,7.7,1.33,315.0,138.0,ISRIC SoilGrids v2.0
AFZ_004,Afzalpur,17.281853277659547,76.31993468755572,38.8,31.3,29.9,7.3,1.31,297.0,,ISRIC SoilGrids v2.0
AFZ_005,Afzalpur,17.20292982314619,76.31502028321789,42.5,28.3,29.2,7.6,1.33,344.0,131.0,ISRIC SoilGrids v2.0
AFZ_006,Afzalpur,17.273136736750807,76.45370913180781,37.5,33.8,28.7,7.1,1.7,362.0,,ISRIC SoilGrids v2.0
AFZ_007,Afzalpur,17.20766331345083,76.46406236884272,37.3,33.0,29.7,7.5,1.31,284.0,144.0,ISRIC SoilGrids v2.0
AFZ_008,Afzalpur,17.212680617244946,76.39925937286417,39.2,31.2,29.6,7.5,1.47,166.0,147.0,ISRIC SoilGrids v2.0
AFZ_009,Afzalpur,17.18698006449049,76.30962319442287,42.9,28.5,28.6,7.5,1.45,308.0,,ISRIC SoilGrids v2.0
KAL_000,Kalaburgi,17.282447865727917,76.85866377617424,34.0,38.4,27.6,7.1,1.25,157.0,154.0,ISRIC SoilGrids v2.0
KAL_001,Kalaburgi,17.38589475498226,76.87089416797346,35.4,38.3,26.2,6.9,1.38,144.0,153.0,ISRIC SoilGrids v2.0
KAL_002,Kalaburgi,17.364979929828234,76.96133666072363,,,,,,,,ISRIC SoilGrids v2.0
KAL_003,Kalaburgi,17.44544867285215,76.88834474297522,32.6,40.6,26.8,7.0,1.36,179.0,149.0,ISRIC SoilGrids v2.0
KAL_004,Kalaburgi,17.15862955940751,76.81707632065596,35.4,33.8,30.9,7.3,1.46,195.0,148.0,ISRIC SoilGrids v2.0
KAL_005,Kalaburgi,17.181223115514342,76.7284339350933,37.1,32.8,30.1,7.4,1.39,157.0,,ISRIC SoilGrids v2.0
KAL_006,Kalaburgi,17.284934166074333,76.95694427726472,38.3,34.6,27.1,7.2,1.64,170.0,151.0,ISRIC SoilGrids v2.0
KAL_007,Kalaburgi,17.316768097484374,76.74009192916107,35.3,37.9,26.8,7.1,1.53,270.0,140.0,ISRIC SoilGrids v2.0
KAL_008,Kalaburgi,17.09829595149658,76.78518134874503,39.0,33.1,27.9,7.2,1.35,162.0,149.0,ISRIC SoilGrids v2.0
KAL_009,Kalaburgi,17.348428289834487,76.68269087340059,31.2,43.2,25.6,7.1,1.65,169.0,144.0,ISRIC SoilGrids v2.0
CHI_000,Chincholi,17.32897894907857,77.45085364742937,37.8,32.2,29.9,7.0,1.33,142.0,159.0,ISRIC SoilGrids v2.0
CHI_001,Chincholi,17.483030524221054,77.15855666390748,32.9,39.1,27.9,6.7,1.62,190.0,153.0,ISRIC SoilGrids v2.0
CHI_002,Chincholi,17.392166424117047,77.47521756640081,32.7,37.4,29.9,6.8,1.76,147.0,157.0,ISRIC SoilGrids v2.0
CHI_003,Chincholi,17.320923425617305,77.33151849795587,32.9,38.0,29.0,7.1,1.37,129.0,159.0,ISRIC SoilGrids v2.0
CHI_004,Chincholi,17.408831664224998,77.48240271808086,33.1,36.1,30.8,7.0,1.4,152.0,156.0,ISRIC SoilGrids v2.0
CHI_005,Chincholi,17.44766469146433,77.47304893642037,32.1,39.0,28.9,6.9,1.63,185.0,155.0,ISRIC SoilGrids v2.0
CHI_006,Chincholi,17.427239536176362,77.46600919960449,32.0,37.4,30.6,7.0,1.73,183.0,153.0,ISRIC SoilGrids v2.0
